"Objective_function","Early_InitAge_20","Early_InitAge_19","Early_InitAge_18","Early_InitAge_17","Early_InitAge_16","Early_InitAge_15","Early_InitAge_14","Early_InitAge_13","Early_InitAge_12","Early_InitAge_11","Early_InitAge_10","Early_InitAge_9","Early_InitAge_8","Early_InitAge_7","Early_InitAge_6","Early_InitAge_5","Early_InitAge_4","Early_InitAge_3","Early_InitAge_2","Early_InitAge_1","Early_RecrDev_1966","Early_RecrDev_1967","Early_RecrDev_1968","Early_RecrDev_1969","Main_RecrDev_1970","Main_RecrDev_1971","Main_RecrDev_1972","Main_RecrDev_1973","Main_RecrDev_1974","Main_RecrDev_1975","Main_RecrDev_1976","Main_RecrDev_1977","Main_RecrDev_1978","Main_RecrDev_1979","Main_RecrDev_1980","Main_RecrDev_1981","Main_RecrDev_1982","Main_RecrDev_1983","Main_RecrDev_1984","Main_RecrDev_1985","Main_RecrDev_1986","Main_RecrDev_1987","Main_RecrDev_1988","Main_RecrDev_1989","Main_RecrDev_1990","Main_RecrDev_1991","Main_RecrDev_1992","Main_RecrDev_1993","Main_RecrDev_1994","Main_RecrDev_1995","Main_RecrDev_1996","Main_RecrDev_1997","Main_RecrDev_1998","Main_RecrDev_1999","Main_RecrDev_2000","Main_RecrDev_2001","Main_RecrDev_2002","Main_RecrDev_2003","Main_RecrDev_2004","Main_RecrDev_2005","Main_RecrDev_2006","Main_RecrDev_2007","Main_RecrDev_2008","Main_RecrDev_2009","Main_RecrDev_2010","Late_RecrDev_2011","Late_RecrDev_2012","Late_RecrDev_2013","Late_RecrDev_2014","ForeRecr_2015","ForeRecr_2016","ForeRecr_2017","SPB_Virgin","SPB_Initial","SPB_1966","SPB_1967","SPB_1968","SPB_1969","SPB_1970","SPB_1971","SPB_1972","SPB_1973","SPB_1974","SPB_1975","SPB_1976","SPB_1977","SPB_1978","SPB_1979","SPB_1980","SPB_1981","SPB_1982","SPB_1983","SPB_1984","SPB_1985","SPB_1986","SPB_1987","SPB_1988","SPB_1989","SPB_1990","SPB_1991","SPB_1992","SPB_1993","SPB_1994","SPB_1995","SPB_1996","SPB_1997","SPB_1998","SPB_1999","SPB_2000","SPB_2001","SPB_2002","SPB_2003","SPB_2004","SPB_2005","SPB_2006","SPB_2007","SPB_2008","SPB_2009","SPB_2010","SPB_2011","SPB_2012","SPB_2013","SPB_2014","SPB_2015","SPB_2016","SPB_2017","Recr_Virgin","Recr_Initial","Recr_1966","Recr_1967","Recr_1968","Recr_1969","Recr_1970","Recr_1971","Recr_1972","Recr_1973","Recr_1974","Recr_1975","Recr_1976","Recr_1977","Recr_1978","Recr_1979","Recr_1980","Recr_1981","Recr_1982","Recr_1983","Recr_1984","Recr_1985","Recr_1986","Recr_1987","Recr_1988","Recr_1989","Recr_1990","Recr_1991","Recr_1992","Recr_1993","Recr_1994","Recr_1995","Recr_1996","Recr_1997","Recr_1998","Recr_1999","Recr_2000","Recr_2001","Recr_2002","Recr_2003","Recr_2004","Recr_2005","Recr_2006","Recr_2007","Recr_2008","Recr_2009","Recr_2010","Recr_2011","Recr_2012","Recr_2013","Recr_2014","Recr_2015","Recr_2016","Recr_2017","Recr_Unfished","ForeCatch_2015","ForeCatch_2016","ForeCatch_2017"
304.879,-0.15957,-2.27903,-0.440263,-3.10726,0.899582,0.210538,-0.316904,0.947282,1.41533,-2.18836,0.57369,0.429357,-2.04717,-0.733988,-0.725214,0.16307,-2.14996,1.00675,-0.563739,-0.990296,2.08054,-2.1724,1.06267,0.628669,1.93648,0.210121,0.514206,1.32362,-3.32164,0.408217,-2.23747,1.59987,-0.160344,0.493693,2.8016,-2.21066,-2.87407,-0.912875,2.45216,-0.032725,-2.6215,1.74096,0.548752,-1.53035,1.49021,0.0226541,-1.37584,0.998166,1.30605,0.467186,0.57588,-0.0643973,0.25376,2.57003,-2.31457,0.0328017,-2.48663,0.376336,-3.03576,0.792601,0.705461,-2.85046,1.92695,-0.0186975,2.50021,-0.600676,1.37055,1.54139,1.8396,0.433145,2.82339,1.3925,4280990,4280990,1747540,1581300,1754240,2000510,2119060,2111370,2439770,2738000,2809500,2835690,2741310,2563900,2345470,2367640,2393030,2393830,3236430,4017560,4225410,3987890,4333000,4566700,4388510,4263810,4042900,3697510,3400860,3106620,2765390,2311160,2224350,2114240,1947730,1698540,1435390,1999230,2537340,2763890,2614460,2208600,1704580,1309520,1133450,913693,1124460,1287580,1819650,2300900,2540510,2758550,2751300,2576230,2763300,2763300,7393850,103146,2673750,1772730,6617120,1176710,1629700,3718090,35835.4,1495090,105639,4859200,825488,1589810,16007300,106548,56998.2,413948,12030800,997468,75467.7,5946040,1799060,224414,4579700,1046800,256354,2726260,3657920,1542800,1710140,894420,1213030,11998700,87683,976817,81509.5,1443560,47257.2,2121690,1860600,50258.9,5761850,774892,10200600,474851,3662090,4513820,6167980,1527570,16669600,3951720,2763300,680803,696948,708565
297.549,-0.495942,0.844495,-0.411093,0.807158,-0.0890546,0.828619,1.74646,1.0011,-0.143339,1.56624,0.404762,-1.83709,-0.722743,-2.6516,0.49085,-1.42144,-0.41501,1.57491,0.872829,-0.305694,-0.265308,-0.998204,1.44923,-0.230411,2.26825,-0.742317,-1.13294,1.53134,0.281472,0.00175621,-1.29778,1.46194,-1.05027,0.106756,2.46512,-2.31931,-0.450862,-1.93232,2.5856,-2.39251,-1.68483,1.30712,0.937237,-1.66092,1.34184,-2.03706,-0.669127,0.974435,1.06637,0.0438738,0.470829,-0.668349,0.564977,2.37058,-1.56248,-0.414938,-2.30089,0.256249,-2.76528,0.811419,0.781466,-2.35252,2.0039,0.676217,3.12595,-0.299056,0.810303,-1.27087,1.85096,-0.790074,1.55,-1.5627,5270640,5270640,3093820,3141510,2923860,2653870,2616300,2555500,3274720,3882200,3940420,3984560,3995650,3827170,3519940,3484740,3393000,3227510,3962720,4603840,4696090,4335830,5039030,5545960,5408340,5148250,4852750,4423900,4085620,3672440,3201610,2707870,2636810,2497100,2308370,2005520,1748320,2515480,3195960,3420670,3186530,2696340,2115980,1721500,1612170,1439310,1911310,2396500,4467450,6278470,6986610,6766710,4882070,3572130,4146410,4146410,1163630,559660,6440250,1192960,14499100,713078,490305,7103570,2036950,1540760,420157,6622670,534706,1699690,17945600,149577,979602,224168,20560600,141125,288152,5761380,3976530,295364,5935410,201537,788654,4058850,4416180,1571640,2404210,766521,2615330,15721500,303834,988132,152271,1971750,95688.8,3385050,3224120,137667,10659800,2788860,33313000,1105500,3476400,439224,9996300,711970,7310670,320562,4146410,2046560,1456030,1150490
295.188,-1.38259,-1.39302,-0.522544,-1.2377,-0.0396782,0.623144,0.603653,0.96314,-0.504854,2.3026,-3.18793,-0.433554,-2.10602,0.265947,-2.08095,-1.36646,-0.24357,0.362178,0.248238,-1.22756,0.820584,-0.00751211,1.1561,-0.247573,1.81659,-1.18448,-1.6561,1.31658,-1.35649,-0.392446,-0.697965,1.55074,-0.422029,-1.04892,2.35024,-0.501507,-0.984059,-2.43397,2.40917,-2.51343,-1.1986,1.47381,0.159571,-0.815444,1.27328,-0.420831,-2.75442,1.26215,0.986831,0.0466315,0.461589,-0.170107,0.639657,2.47966,-0.859254,-0.139956,-3.01855,0.497321,-2.66092,1.14345,0.979774,-2.02542,2.46162,0.690259,3.25598,-1.20073,1.62207,-1.9399,0.841072,0.448674,0.481966,-0.846966,4908150,4908150,2199020,1972480,1792330,1751430,1804290,1784210,2145400,2442100,2418150,2403680,2357010,2201070,2026090,2145240,2258430,2244120,2802000,3355300,3508640,3294680,3762020,4080710,3978740,3873100,3637430,3306480,3031650,2750830,2417430,2073510,2080940,1996990,1853430,1633420,1447860,2202090,2927400,3255770,3131740,2732890,2214540,1883220,1832270,1699120,2408080,3127470,5233200,7040550,7962650,7963640,5858870,4058130,3128660,3128660,2630270,1145780,3657810,898048,7082010,352094,220860,4330190,298888,783660,577089,5459020,757533,405331,12151000,701529,435143,102418,13003100,94566.6,352925,5114530,1373670,517930,4178150,766597,74204.8,4111360,3113130,1211190,1834280,974173,2184620,13700300,483925,1006610,56942.5,1919550,81526,3650690,3084700,152108,13505000,2291780,30104900,351106,5949990,169348,2734940,1847270,1904930,502192,3128660,1937820,1558460,1073530
309.075,0.0835741,0.94911,0.827329,-2.73724,-0.521778,1.91663,-1.02715,-1.06253,0.487389,-1.12175,0.440508,-0.324613,-0.962969,0.999282,-1.57276,-0.560041,0.940496,0.199538,-1.28375,-2.5026,-1.51038,1.72683,-0.688683,0.177084,2.09704,-1.57217,-2.39229,1.68344,-2.45569,0.581798,0.155495,1.43144,-0.757783,-0.793752,2.89173,-1.79131,-1.28851,0.238386,2.5879,-1.38665,-1.04993,1.52812,0.0362377,-0.459577,1.64024,-0.730059,-1.93187,1.20549,0.726616,0.297102,0.546989,0.303517,0.550427,2.46717,-0.757463,-0.0122377,-2.24934,0.391536,-3.41476,0.72606,0.62305,-4.05154,1.64382,0.236527,2.50477,-1.429,0.149506,-0.309662,2.24334,-0.284586,0.177034,-0.0856912,4318150,4318150,2005590,1749070,1386990,1468960,1547040,1500460,1904040,2264100,2278440,2357990,2383840,2327640,2271140,2383460,2415830,2328050,3223780,4113440,4414680,4283790,4811460,5131970,4968920,4745190,4354300,3892870,3587620,3278220,2898450,2449300,2299850,2073950,1838640,1598520,1400210,2005780,2579420,2830470,2698590,2302240,1801780,1398050,1208740,982010,1122190,1251660,1878080,2452590,2579340,2398220,2347090,2315770,2739200,2739200,219244,5530650,484810,1158120,7933280,201764,90457,5384820,85847.2,1793580,1171760,4191840,468854,453505,18091900,167027,280486,1302810,13684200,256859,360918,4762050,1070300,651069,5302410,493739,148015,3398880,2094520,1351980,1729820,1347750,1711630,11517000,452970,980767,106225,1496550,33194,2069170,1837950,16803.9,4929940,1179160,11570500,229010,1147960,737031,9492310,754841,1196250,919177,2739200,594952,570020,639885
313.223,-0.325903,0.58718,0.203965,0.988045,2.42517,-0.868777,0.18659,-2.27551,0.959789,-0.408692,-1.41762,-3.29157,-1.21398,-0.346965,-1.32006,-0.751438,-0.5581,-0.732654,0.815091,-0.395866,-0.774277,2.26244,-2.46876,0.361255,1.8702,0.68002,-1.10695,1.42002,-1.47738,-0.118961,-2.62534,1.53801,-3.84367,-0.185665,2.6665,-3.61211,-1.74378,-0.946933,2.28781,-2.41401,-1.06195,1.55702,0.587808,-1.5972,1.62667,-0.466597,-2.19222,1.23814,0.85094,0.442663,0.186555,0.0246638,0.692788,2.40887,-0.259869,-0.336143,-2.04955,0.484259,-2.90792,1.33114,1.15276,-2.34016,2.81657,1.40987,4.01312,0.176775,0.65307,-0.676586,2.69271,0.602528,-1.62614,0.357543,4648910,4648910,1474940,1399990,1224090,1732680,2156290,2281170,2668770,3056240,3105830,3122810,3044610,2834960,2561740,2556410,2515560,2403380,3160810,3891110,4087660,3860700,4163410,4295670,4059960,3899970,3683530,3365590,3186670,2994220,2699640,2346110,2279830,2147030,1938250,1681630,1478850,2121190,2749350,3019600,2879110,2481470,1977040,1700590,1736710,1665310,2710440,3884400,8315380,12334000,14075100,13953400,10367300,7745210,3035040,3035040,499315,10364100,90386.1,1571130,7192250,2193690,369939,4654290,256908,999577,81454.5,5222400,23924.6,927802,16063200,30073.6,196948,439823,11186800,101400,392770,5393890,2043270,229561,5758130,707865,125812,3877390,2622020,1732480,1339230,1135700,2203240,12152500,835338,791221,144308,1825020,61275.8,4223140,3493820,105316,18306400,4472310,61947500,1352930,2212130,587863,17101600,2114720,227055,1644490,3035040,3779460,2851270,2073670
336.536,-2.78281,-3.06648,0.621692,-1.37141,1.41229,-1.53181,0.0573877,1.67294,-3.04576,-2.25673,1.28678,-0.142455,-1.21598,0.746393,-1.13591,-1.31505,0.75492,-0.465502,-0.790676,-2.06967,-1.25528,2.03822,-1.0755,-0.527614,1.819,0.81253,-2.83926,1.58568,-2.29669,0.110602,-1.84651,1.48046,-1.10832,0.270788,2.44538,-1.7604,0.42072,-1.90642,2.44151,-1.85426,-2.93846,2.06061,-0.68503,-0.888019,1.40801,-0.45234,-1.6633,1.10597,1.30249,0.320662,0.49115,0.174545,0.610413,2.40897,-1.9699,-0.207341,-3.17924,0.564261,-3.09391,1.0165,0.932362,-1.7987,2.18783,1.08988,3.42778,-0.0802976,0.397514,1.58058,-1.28027,2.97734,2.81106,1.64584,5074100,5074100,2188010,1875050,1482100,1829370,2155580,2172920,2530630,2964420,3031040,3156300,3163400,3004650,2748560,2775890,2762940,2699960,3436880,4087510,4303860,4088080,4651670,5002300,4805030,4904990,4813910,4457910,4140970,3785840,3338220,2852920,2838990,2766700,2613010,2367760,2145870,2898190,3543440,3742800,3482900,2999170,2419680,2040570,1959480,1795810,2357140,2996480,5754490,8197440,9111560,9219020,6874300,6045580,3790430,3790430,390532,10407500,453490,798380,8440690,3086730,80826.9,6805860,140363,1561520,220612,6130120,458396,1821390,16021800,238581,2137240,209947,16261900,221190,75124.7,11163800,715933,584770,5806180,901359,267854,4257370,5155350,1917210,2273020,1653980,2549790,15316300,190875,1131620,58473.8,2475650,63636.9,3854190,3502930,225749,12126100,4018460,42413200,1287010,2124250,6987660,400559,28301300,23834700,7411090,3790430,2124160,2067050,1288120
318.297,-0.892032,-0.93965,-0.479608,-2.28578,1.08199,-2.80487,-0.650267,-0.206353,0.492768,1.25067,0.130006,1.3632,-2.3,-1.12018,-0.387234,-1.29202,-0.557755,0.998557,-0.493173,1.07979,1.44731,0.328332,0.758841,-1.25953,2.13239,-1.35619,-0.573124,1.57361,-2.38321,0.478909,-1.92108,1.49139,-1.34159,-0.64694,2.84887,-0.776862,-1.41159,-1.96633,2.45027,-0.944984,-0.389687,1.18711,0.690467,-1.38317,1.44535,-0.18837,-3.02209,1.3391,0.94367,0.4691,0.969136,0.0412086,0.821145,2.54716,-1.58598,-0.105497,-2.67917,0.313762,-2.60027,0.913492,0.774763,-3.44187,1.96241,0.667497,2.65721,-1.1299,0.765184,0.284585,0.556826,-1.77004,-1.32437,1.14806,4142660,4142660,1769750,1745190,1834810,2004880,2058820,1925730,2193130,2458820,2460950,2478610,2445060,2344430,2199630,2220030,2200540,2107840,2811700,3568850,3862270,3727420,4039290,4210550,4060790,3828760,3500810,3138690,2844490,2569150,2259980,1894680,1831590,1709080,1597270,1453680,1301990,1888380,2449390,2709510,2604860,2222370,1735510,1350380,1182270,972198,1191610,1432020,2152970,2807330,3035080,2956870,2464010,1878080,2220300,2220300,3432890,1120370,1727810,230602,6862840,208941,460009,3955130,75639.8,1323960,120044,3635930,213344,427505,14092300,374548,200849,116190,9642460,323033,564025,2732300,1661350,208568,3520550,684994,40143.4,3133680,2099280,1295340,2132000,839774,1824670,10191300,162158,729064,56251.5,1126190,61014.6,2035390,1750300,25413.5,5595260,1506920,11215900,257558,1752380,1095180,1441640,140585,218082,2553030,2220300,577902,560394,435038
298.5,-0.911277,-1.35539,-3.06847,0.669787,-1.75694,0.931555,-1.79001,-1.18971,0.671677,0.387278,-0.733172,0.942656,-0.790453,-0.942237,-0.0999678,-1.22224,-0.180753,1.55013,-1.93162,1.59833,0.150602,1.19686,-3.54347,1.21719,1.89138,0.730001,-1.27921,1.40101,-0.675924,-0.0609421,-0.856699,1.81917,-0.447065,-2.81016,2.72251,-0.0999215,-0.943269,-0.948919,2.57788,-0.738596,-2.77101,1.39799,0.933362,-0.977188,1.52959,-2.26001,-1.95562,1.35532,1.00359,0.189182,0.407509,0.199921,0.640026,2.36764,-0.954389,-0.134895,-2.44633,0.172572,-1.63865,0.774076,0.466534,-4.14583,1.49721,-0.196774,2.26492,-1.80638,0.0293055,-1.65533,0.0947948,-0.528979,-0.905507,0.646266,4295150,4295150,1895020,2134060,2249570,2455550,2405930,2336990,2708080,3105430,3139690,3121430,3017180,2793700,2533030,2651360,2756700,2668170,3445800,4220660,4436410,4181170,4676880,4998640,4801990,4522570,4197090,3799160,3515100,3167460,2741940,2322270,2270560,2130900,1924350,1679890,1475790,2081710,2628180,2833450,2650590,2205730,1681050,1297290,1124100,903558,1036370,1122390,1624880,2064030,2102740,1860170,1366820,1011000,3130070,3130070,1328640,3803310,33298.8,3903570,7654540,2393550,322721,4728800,592777,1096220,494146,7159690,739924,69762.4,17660900,1048960,454924,454639,15481300,560941,73670.5,4769070,2994400,442629,5420210,122234,165392,4520260,3165300,1393350,1731740,1403350,2169120,12121800,434079,1003030,100346,1380350,225110,2495510,1811090,17696.4,4943190,891264,10580900,181645,1167450,219195,1262580,672783,453601,2092270,3130070,477024,343537,242864
321.053,-0.404566,1.00402,-1.02478,2.25964,-0.491957,-2.03986,0.3565,-1.0517,-1.8098,-0.181909,-2.35479,-1.57515,-2.8393,-1.34865,-0.510533,-0.0730762,-0.96922,0.114487,0.431284,1.43522,-0.185856,1.57166,0.151686,1.30866,1.9491,-2.16483,-0.413588,1.71905,-0.505732,0.231807,-0.996481,1.6126,-3.65692,-0.502668,2.59934,0.359651,-3.1992,-2.25487,2.52562,-1.77209,-0.276329,1.18329,0.709969,-1.69373,1.19067,-0.176783,-2.0291,1.46979,0.994138,0.185904,0.647298,0.147242,0.517007,2.52683,-0.922078,-0.159102,-1.97103,0.50244,-2.82753,0.914816,0.647741,-3.48491,1.93775,1.21278,3.22215,-1.03223,1.71318,0.228065,0.0153526,1.9126,-1.61809,1.39975,4529620,4529620,1207720,1388710,1482920,1748400,1875370,1961380,2382830,2681040,2658790,2718420,2751410,2667200,2508180,2563730,2552520,2436140,2987510,3615020,3811280,3601890,4041680,4340540,4250670,4051080,3751850,3376300,3029820,2683610,2330850,1993710,1986290,1880990,1732140,1514630,1297490,1829500,2343580,2568450,2439180,2072630,1609840,1262850,1111210,901443,1089660,1344480,2587610,3748850,4445550,4639870,3635580,3059130,2767880,2767880,659205,3989250,982505,3262610,6295350,103954,623882,5379680,580637,1218720,357580,4832000,24590.3,578618,12859600,1357570,40058.6,105951,12715000,171617,777478,3375350,2097440,188470,3339310,838360,129371,4193480,2538620,1094820,1735250,1039410,1474860,10626400,322890,760152,131010,1581430,56064.4,2288810,1649720,24683,5362010,2406630,19240900,292339,5314400,1275130,1052660,7052290,200443,3996050,2767880,1101240,893081,660017
314.794,0.747133,-0.826051,1.27885,2.51305,-1.72078,0.77617,0.141093,0.425224,0.18932,-0.863475,-0.449827,-0.218126,1.30605,0.401012,-0.137792,-0.0111703,-0.181382,-0.436939,-1.88729,1.42896,-0.46328,1.98807,0.39329,0.269286,2.09895,0.954472,-0.648939,1.60226,-2.79874,0.511681,-2.07327,1.76516,-2.26969,-0.34586,2.78967,-1.09202,-2.33169,-3.65054,2.76599,-1.5805,-1.49807,1.67556,1.22037,-2.49499,1.83457,-0.184611,-1.88713,1.51639,1.304,-0.0158111,0.540226,-0.198918,0.959826,2.54327,-0.584786,0.0743784,-2.02427,0.578361,-2.94027,0.955191,0.902484,-3.22697,1.97653,0.51075,2.76701,-1.63293,-0.435895,-0.0109452,-2.8913,-0.185089,0.862901,-0.187816,3665100,3665100,1906580,1785080,1643900,1889490,2085790,2081020,2384370,2738860,2806830,2833870,2761520,2599230,2388800,2416600,2402790,2298430,2894100,3497090,3653530,3421640,3898530,4252540,4165940,4026980,3850320,3563360,3372190,3152130,2839860,2461220,2420500,2261380,2016760,1705160,1454640,1946240,2427620,2630050,2491760,2112360,1637240,1265970,1114500,912532,1108100,1284910,1966650,2582260,2682470,2465270,1756950,1192760,2233440,2233440,501300,5776460,1161430,1041940,6557370,2087350,425156,4083160,50170.6,1375450,103514,4786470,84087.3,576317,13249400,272115,80211.3,21715.9,13321200,171877,188032,4512930,2859750,69505,5263690,695810,126377,3783980,3038160,802891,1398110,663747,2092190,10012900,430144,860032,107622,1462150,43153.3,2091810,1931640,30041.7,5357190,1193490,11798400,148235,516848,809916,45581.9,677951,1871750,621854,2233440,617093,463993,301229
292.523,-0.388656,-1.27387,-0.23641,0.153717,-0.179377,1.16045,0.268016,-0.618878,-0.528657,-0.353186,0.788554,-1.01175,-0.101791,0.617387,0.428367,-2.24887,-1.08987,-0.218995,-0.816082,-0.240839,1.68823,0.39174,0.859686,-0.834063,2.26105,-1.52978,-0.498462,1.60783,-0.297348,0.408165,-0.434473,1.4332,-0.700297,0.0561211,2.43994,-0.332841,-2.01674,-0.522701,2.40116,-2.09365,-3.72053,1.64986,0.231639,-1.51098,1.32529,-0.34437,-1.84564,0.878466,0.931841,0.381481,0.715643,-0.00745081,0.557596,2.38178,-1.20739,-0.326268,-2.64733,0.358671,-2.56456,0.685657,0.742477,-2.97173,1.58114,0.108722,2.43482,-1.67309,1.7678,-1.32078,-0.515861,-0.564947,0.810398,1.52857,5049870,5049870,1779750,1554410,1587610,1799290,1931290,1864600,2323660,2749400,2827560,2925660,2973980,2915990,2794200,2844200,2834150,2752600,3281270,3821390,3940910,3720730,4142520,4420640,4265030,4168600,3961060,3630040,3342580,3040540,2688860,2228440,2087320,1914800,1773540,1577240,1378680,1905510,2398400,2599620,2453560,2069760,1600220,1233890,1083530,887757,1006710,1079810,1535880,1967290,2322090,2428650,2066370,1551190,3028040,3028040,5205790,1376500,2209980,418972,9405890,210680,618829,5241100,783479,1595190,688621,4443750,522616,1116740,12105500,752811,143622,653139,12203600,135292,26944.8,5834840,1407180,245692,4164050,775486,170875,2568460,2655910,1479720,2039450,971342,1679180,10108600,269164,705404,72600,1488530,79197.2,1975700,1969560,44611.2,4059680,866678,9293900,156565,5432750,262785,608077,583869,2237410,4288050,3028040,509796,509570,317761
285.804,0.874321,0.114359,-0.0501099,-0.100366,-0.263795,-0.162602,-0.615855,-1.17027,-2.65809,-0.473551,-1.82588,-1.02059,-2.25843,1.16187,-0.70441,-3.37255,1.48606,0.803715,-1.48567,1.55717,0.954495,1.22732,-0.0787018,-0.653508,2.25415,0.274261,-0.635994,1.55927,-1.15947,0.0392062,-0.560029,1.53601,-1.5994,0.366488,2.63451,-1.81913,-2.58172,-1.43637,2.53551,-2.38981,-2.45629,1.63046,0.689314,-1.75571,1.42568,-0.930853,-1.99469,1.14424,1.22089,0.132246,0.757051,-0.0350171,0.60466,2.53297,-2.13239,0.00390454,-2.80967,0.194321,-2.71655,1.10885,0.888573,-2.39119,2.13239,0.640603,3.09872,-0.177817,1.55725,-1.3722,-1.3168,0.956379,-1.44037,-2.07483,4337270,4337270,2079470,2253260,2404080,2666010,2707790,2496270,2852640,3255170,3299260,3323640,3244710,3028080,2769560,2757410,2696280,2596140,3280090,3915010,4029180,3736760,4173860,4458110,4279030,4125730,3902050,3554500,3262050,2932810,2545500,2110160,2061630,1941730,1813130,1603390,1397210,2043760,2624920,2857470,2693760,2258520,1727280,1377080,1289090,1132970,1500830,1850730,3224600,4470330,5132960,5147610,3624090,2401600,2993150,2993150,2713810,3602370,983592,560089,10274500,1406070,574038,5221840,344834,1144130,627040,5067520,218383,1558810,15022900,174090,83120.6,265143,14105400,101820,96070.3,5746920,2236020,193413,4638130,436199,149431,3414230,3631480,1194900,2224980,999363,1875710,12650900,116247,1046470,64731.3,1317090,71248.2,3200830,2472970,89494.1,8142820,1782720,22023400,860349,5206830,285415,304318,2955480,262482,133615,2993150,1379740,1104500,676055
303.113,-0.650232,-0.736853,0.316226,-2.78076,-2.49109,-1.59941,0.53912,1.79768,0.825468,-0.278746,-0.932505,-0.477342,0.590171,0.907822,-0.91078,1.25313,-0.0306085,0.998804,0.188692,-0.846011,-0.589839,1.95528,0.319692,1.2934,2.10942,-0.566934,-0.82508,1.83952,-2.47984,0.0197256,-0.766895,1.70583,-0.886978,-0.270319,3.15652,-1.229,-0.0845655,-0.70001,2.63809,-2.78513,-2.17349,1.6711,0.549103,-2.357,1.35465,-1.45424,-0.504142,1.08051,1.01605,0.499778,0.676261,0.166386,0.526622,2.50204,-1.50153,-0.318509,-1.94215,0.338179,-2.93032,0.731692,0.355549,-3.22012,1.77523,-0.376322,2.66033,-0.478395,0.561327,-1.05667,0.489836,-1.4967,2.10612,0.109221,4268390,4268390,2672060,2486250,2143440,2316300,2503220,2656610,3227380,3639490,3613600,3668770,3631270,3411960,3114380,3111100,3077600,2936570,4213540,5466500,5938810,5744490,6179450,6356980,5998210,5632320,5175540,4609720,4101050,3577110,3074380,2537880,2371510,2192790,1997620,1783100,1572390,2232180,2828800,3051490,2867990,2423590,1883460,1460100,1234260,972180,1167240,1320310,2131910,2900310,3163180,3006870,2248990,1657060,2899800,2899800,596996,7592490,1472160,3908120,8859630,610728,474164,6828220,90859.1,1106770,503892,5965440,445324,825042,25387400,315860,999842,542571,15298900,67483.3,124520,5822010,1894440,103518,4230990,254547,656894,3195360,2985460,1772300,2109970,1263910,1805980,12961900,235242,778739,154651,1515430,57591,2231750,1518550,42030.6,6151970,704229,14857000,648575,1874180,375143,1765150,241824,8800450,1180600,2899800,750137,520029,416856
320.912,-2.04994,-0.378222,0.812555,0.698181,-1.02965,1.09079,0.47814,1.85185,1.02192,-0.505341,2.1696,-1.23458,-1.52911,-0.574494,-1.29373,-0.388368,-0.463278,-2.14213,1.16462,-0.62397,-0.0616205,1.40932,0.204996,0.562835,2.00411,-0.561353,-0.513319,1.32137,-1.67305,-0.258961,-0.616637,1.46364,-2.19226,0.377264,2.90086,-0.467682,-1.19745,-1.25611,2.35374,-1.29385,-0.097857,1.46278,0.586863,-3.328,1.33497,-0.233094,-3.67707,1.19462,1.17133,0.158125,0.603598,0.0113726,0.723244,2.51304,-0.134584,-0.130969,-2.76489,0.43239,-1.52693,0.893873,0.447059,-4.16558,1.76903,-0.193275,2.55964,-1.05958,1.22336,1.98806,0.4839,-0.542732,1.52953,0.0762326,4569500,4569500,2440600,2251070,1991020,2033010,2056460,1992650,2364530,2688840,2693680,2668770,2577480,2370950,2154160,2182660,2168090,2128330,3159010,4180290,4550420,4370360,4702040,4837240,4611760,4402410,4104310,3691170,3333320,2985320,2600740,2174440,2136560,2017440,1868440,1652880,1460960,2120440,2762260,3047600,2908320,2496440,1986350,1611570,1418920,1164200,1328760,1454030,2113180,2712680,2988570,3398610,3274500,2752980,3043250,3043250,1012130,4360800,1285530,1844230,7806710,597468,641718,4081690,204395,839734,584862,4635280,118260,1547210,19281400,662352,334442,323137,12017700,312203,1037740,4950980,2055320,40854.9,4305930,889868,28162.5,3636750,3499570,1242100,1934520,1061290,2137870,12547700,868965,927036,68787.9,1700580,238545,2638780,1637040,15709.6,5798110,781484,12616400,344262,3589770,7958200,1786890,648153,5130260,1178240,3043250,682024,755045,667233
